n,d,m,ncu_total_flops_fwd,theoretical_total_flops_fwd,percent_diff_fwd,ncu_total_flops_bwd,theoretical_total_flops_bwd,percent_diff_bwd,omega_fwd,rho_fwd,kappa_fwd,omega_bwd,rho_bwd,kappa_bwd
2,384,48,40660992.0,28348416,43.43302990897269,47890912.0,42522624,12.624545465491499,0.40625,7.0,15.0,0.12152777777777768,2.7494212962962963,1.0
2,384,64,40943616.0,37797888,8.322496749024708,59183584.0,56696832,4.386051058373067,0.0546875,7.0,15.0,0.0390625,2.728732638888889,1.0
2,384,80,77500416.0,47247360,64.03120936280884,97165792.0,70871040,37.10225220343881,0.6125,7.0,15.0,0.3666666666666667,2.7163194444444443,1.0
2,384,96,77783040.0,56696832,37.19115734720416,97251808.0,85045248,14.353018289746183,0.34375,7.0,15.0,0.13888888888888884,2.7080439814814814,1.0
2,384,112,78065664.0,66146304,18.019691621772246,116212192.0,99219456,17.126415206307925,0.1517857142857142,7.0,15.0,0.16666666666666674,2.7021329365079363,1.0
2,384,128,78348288.0,75595776,3.6410923276983094,116298208.0,113393664,2.5614693956798154,0.0078125,7.0,15.0,0.02083333333333326,2.6976996527777777,1.0
2,384,144,100134912.0,85045248,17.743100707990177,155220448.0,127567872,21.676755727335483,0.15162037037037046,5.0,15.0,0.21354166666666674,1.6942515432098766,1.0
2,384,160,100392960.0,94494720,6.241872561768531,144855520.0,141742080,2.1965530631411645,0.03645833333333326,5.0,15.0,0.01718749999999991,2.6914930555555556,1.0
2,384,176,119046134.0,103944192,14.528894505236039,174229984.0,155916288,11.745851722688522,0.12073863636363646,4.0,14.999926017992424,0.1141098484848484,1.6892361111111112,1.0
2,384,192,119291904.0,113393664,5.201560468140442,173412832.0,170090496,1.9532755081153974,0.02734375,4.0,15.0,0.01475694444444442,2.687355324074074,1.0
2,384,208,156782592.0,122843136,27.628288486545966,201884128.0,184264704,9.562017910928834,0.2532051282051282,3.0,15.0,0.09094551282051277,2.685763888888889,1.0
2,384,224,157016059.0,132292608,18.688459902461066,201970144.0,198438912,1.7795058259541356,0.16369047619047628,3.0,14.999970935639881,0.01302083333333326,2.6843998015873014,1.0
2,384,240,157249536.0,141742080,10.94061551798873,230441440.0,212613120,8.385333887203197,0.08611111111111103,3.0,15.0,0.07916666666666661,2.6832175925925927,1.0
2,384,256,157483008.0,151191552,4.161248374512354,230527456.0,226787328,1.6491785643331889,0.01822916666666674,3.0,15.0,0.01171875,2.6821831597222223,1.0
2,512,16,35799040.0,16793600,113.17073170731706,109973984.0,25190400,336.5710111788618,1.109375,9.0,15.0,3.177083333333333,195.51953125,1.0
2,512,32,36208635.0,33587200,7.804863162157012,71307744.0,50380800,41.5375381097561,0.0546875,9.0,14.999847412109375,0.41145833333333326,3.4264322916666665,1.0
2,512,48,72007670.0,50380800,42.92680941946138,104993248.0,75571200,38.932884485094846,0.40625,9.0,14.999796549479166,0.38541666666666674,3.3953993055555554,1.0
2,512,64,72417270.0,67174400,7.804863162157012,105124320.0,100761600,4.329744664634147,0.0546875,9.0,14.999847412109375,0.0390625,3.3798828125,1.0
2,512,80,131072002.0,83968000,56.09756335746952,172626400.0,125952000,37.057291666666664,0.541015625,6.0,15.000024414062501,0.3666666666666667,3.3705729166666667,1.0
2,512,96,131432438.0,100761600,30.43901446582825,172757472.0,151142400,14.301130589430894,0.2841796875,6.0,14.999898274739584,0.13888888888888884,3.3643663194444446,1.0
2,512,112,140296182.0,117555200,19.344939228549652,206442976.0,176332800,17.075765824622533,0.1741071428571428,5.0,14.999912806919642,0.16666666666666674,3.3599330357142856,1.0
2,512,128,140640226.0,134348800,4.6829044993330795,206574048.0,201523200,2.5063357469512195,0.02734375,5.0,14.999771118164062,0.02083333333333326,3.3566080729166665,1.0
2,512,144,195133420.0,151142400,29.10567782435637,257167840.0,226713600,13.432912714543813,0.27278645833333326,4.0,14.999864366319445,0.13020833333333326,3.354021990740741,1.0
2,512,160,195461120.0,167936000,16.390243902439025,257298912.0,251904000,2.141653963414634,0.1455078125,4.0,15.0,0.01718749999999991,3.351953125,1.0
2,512,176,207503343.0,184729600,12.328150442592849,307892704.0,277094400,11.114733462675536,0.10582386363636354,3.0,14.999905672940342,0.10700757575757569,3.3502604166666665,1.0
2,512,192,207814636.0,201523200,3.1219412950965446,308023776.0,302284800,1.898532774390244,0.013671875,3.0,14.999898274739584,0.01475694444444442,3.348849826388889,1.0
2,512,208,242139103.0,218316800,10.911804771781192,375525856.0,327475200,14.67306715134459,0.09164663461538458,3.0,14.999845064603365,0.14262820512820507,3.34765625,1.0
2,512,224,242450374.0,235110400,3.1219265502504356,375656928.0,352665600,6.519299869337979,0.013671875,3.0,14.999747140066964,0.061011904761904656,3.3466331845238093,1.0
2,512,240,276774897.0,251904000,9.873164777057926,409342432.0,377856000,8.332918360433604,0.08125000000000004,3.0,14.99993896484375,0.07916666666666661,3.3457465277777776,1.0
2,512,256,277086167.0,268697600,3.1219359607231327,408234480.0,403046400,1.2872165586890245,0.013671875,3.0,14.99984359741211,0.01139322916666674,0.5273030598958334,1.0
2,640,16,57548790.0,26234880,119.35983698038642,175907296.0,39352320,347.00616380431956,1.1765625000000002,8.0,14.99951171875,3.46875,4.148958333333334,1.0
2,640,32,58040294.0,52469760,10.616656146321233,106459616.0,78704640,35.264726450689565,0.08828125000000009,8.0,14.999365234375,0.34895833333333326,4.074479166666666,1.0
2,640,48,115589095.0,78704640,46.864397067313945,132858336.0,118056960,12.537486989331251,0.45104166666666656,8.0,14.999593098958334,0.12152777777777768,4.049652777777778,1.0
2,640,64,116080600.0,104939520,10.616667581479312,159257056.0,157409280,1.1738672586520946,0.08828125000000009,8.0,14.99951171875,0.0078125,4.037239583333333,1.0
2,640,80,162877374.0,131174400,24.168567952283375,212074976.0,196761600,7.782705568566224,0.22625000000000006,5.0,14.99935546875,0.07395833333333335,4.029791666666667,1.0
2,640,96,163307478.0,157409280,3.747045917496097,238473696.0,236113920,0.9994226515742909,0.02187500000000009,5.0,14.999658203125,0.0060763888888888395,4.024826388888889,1.0
2,640,112,226508746.0,183644160,23.341110329890153,291291616.0,275466240,5.74494210252407,0.21875,4.0,14.999623325892857,0.0535714285714286,4.021279761904762,1.0
2,640,128,226918340.0,209879040,8.118628711089968,317690336.0,314818560,0.9122003480353891,0.06640625,4.0,14.9996337890625,0.005208333333333259,4.018619791666667,1.0
2,640,144,268513195.0,236113920,13.721882640379695,396712416.0,354170880,12.01158491629803,0.12326388888888884,3.0,14.99953884548611,0.11655092592592586,3.6832175925925927,1.0
2,640,160,321904491.0,262348800,22.700958037543913,423100896.0,393523200,7.516125097580016,0.213125,3.0,14.9992724609375,0.07156249999999997,3.6815625,1.0
2,640,176,322293616.0,288583680,11.681165061031864,449489376.0,432875520,3.838021609538003,0.10284090909090904,3.0,14.999360795454546,0.0347537878787878,3.6802083333333333,1.0
2,640,192,322682728.0,314818560,2.4980001179091853,475877856.0,472227840,0.7729353695029925,0.010937500000000044,3.0,14.999381510416667,0.004079861111111027,3.679079861111111,1.0
2,640,208,425983902.0,341053440,24.90239124988741,553481169.0,511580160,8.190507036082087,0.23750000000000004,0.0,14.999631911057692,0.0807692307692307,0.5357797475961539,1.0
2,640,224,426311565.0,367288320,16.07000326065365,579771826.0,550932480,5.234642546396974,0.14910714285714288,0.0,14.999598911830358,0.05119047619047623,0.5319614955357143,1.0
2,640,240,426639203.0,393523200,8.41526065045212,606062483.0,590284800,2.672893322003209,0.07250000000000001,0.0,14.999488932291667,0.025555555555555554,0.52865234375,1.0
2,640,256,426966855.0,419758080,1.7173642017802255,632353140.0,629637120,0.4313627506586651,0.005468749999999911,0.0,14.999435424804688,0.0031250000000000444,0.5257568359375,1.0
2,768,16,80904144.0,37773312,114.1833472267404,215241184.0,56659968,279.8822900853032,1.12890625,6.0,14.998046875,2.796875,4.790798611111111,1.0
2,768,32,81444775.0,75546624,7.807299238149941,115216864.0,113319936,1.6739578815152174,0.064453125,6.0,14.998189290364584,0.01302083333333326,4.728732638888889,1.0
2,768,48,162348946.0,113319936,43.2660057273594,191168992.0,169979904,12.465642997421625,0.41927083333333326,6.0,14.99850802951389,0.12123842592592582,4.374710648148148,1.0
2,768,64,162889584.0,151093248,7.8073217408100195,229151200.0,226639872,1.1080698104171185,0.064453125,6.0,14.99853515625,0.0075954861111111605,4.364366319444445,1.0
2,768,80,232046397.0,188866560,22.862616336105237,305287648.0,283299840,7.761320302898865,0.2164062499999999,4.0,14.9984130859375,0.07395833333333335,4.691493055555555,1.0
2,768,96,232537950.0,226639872,2.6024008696933962,343282144.0,339959808,0.9772731722451143,0.013671875,4.0,14.9989013671875,0.0060763888888888395,4.687355324074074,1.0
2,768,112,308010762.0,264413184,16.48842820182522,419135968.0,396619776,5.677022015160435,0.15327380952380953,3.0,14.998570033482142,0.053323412698412787,4.351066468253968,1.0
2,768,128,308477638.0,302186496,2.0818739696429054,457118176.0,453279744,0.8468130444408299,0.00911458333333326,3.0,14.998402913411459,0.00499131944444442,4.348849826388889,1.0
2,768,144,385130046.0,339959808,13.286934789656076,570106336.0,509939712,11.798772008562455,0.12123842592592582,3.0,14.997965494791666,0.11545138888888884,3.013792438271605,1.0
2,768,160,385597045.0,377733120,2.081873307799962,608039392.0,566599680,7.313754924817466,0.00911458333333326,3.0,14.998392740885416,0.07057291666666665,3.0124131944444446,1.0
2,768,176,459374189.0,415506432,10.557660151937192,646048721.0,623259648,3.6564332494697296,0.09588068181818188,0.0,14.998509262547348,0.03385416666666674,3.1993790443497474,1.0
2,768,192,459767375.0,453279744,1.4312642658040329,683986354.0,679919616,0.5981204107516145,0.004557291666666741,0.0,14.998531765407986,0.0032552083333332593,3.193110713252315,1.0
2,768,208,611843503.0,491053056,24.598247689145836,796492148.0,736579584,8.133888761163382,0.23637820512820507,0.0,14.998143905248398,0.08039529914529919,0.5306907719017094,1.0
2,768,224,612236712.0,528826368,15.772727883341853,834331477.0,793239552,5.180266780242445,0.14806547619047628,0.0,14.998256138392858,0.050843253968253954,0.5254623170882936,1.0
2,768,240,612630053.0,566599680,8.12396734851668,872175383.0,849899520,2.6209995976936193,0.07152777777777786,0.0,14.998711480034721,0.025231481481481577,0.5292082609953703,1.0
2,768,256,613023165.0,604372992,1.43126399003614,910014712.0,906559488,0.38113593710465915,0.004557291666666741,0.0,14.998527526855469,0.0028211805555555802,0.5247260199652778,1.0
2,896,16,114888593.0,51408896,123.4799848648763,292946400.0,77113344,279.89067106206676,1.2209821428571428,11.0,14.996128627232142,2.796875,5.439732142857143,1.0
2,896,32,115662582.0,102817792,12.492769733860849,156783072.0,154226688,1.6575496972352801,0.1104910714285714,11.0,14.995361328125,0.01302083333333326,5.386532738095238,1.0
